onboarding_task_id,employee_id,task_name,task_category,current_stage,task_status,due_date,completed_date,completion_percentage
ONB01163,10290,Submit Required Identification,HR,Preboarding,Complete,2011-05-04,2011-05-06,100.0
ONB01164,10290,Complete New Hire Orientation,HR,Orientation,Complete,2011-05-09,2011-05-04,100.0
ONB01165,10290,Manager Introduction,Manager,Orientation,Complete,2011-05-07,2011-05-08,100.0
ONB01166,10290,Laptop Provisioning,IT,Setup,Complete,2011-05-09,2011-05-07,100.0
ONB01167,10290,Security Awareness Training,Compliance,Enablement,Overdue,2011-05-14,,8.0
ONB01168,10290,Company Policy Training,Compliance,Enablement,In Progress,2011-05-12,,47.0
ONB01169,10290,Department Process Training,Role-specific,Enablement,Complete,2011-05-17,2011-05-19,100.0
ONB01170,10290,Tool Access Verification,IT,Enablement,Complete,2011-05-12,2011-05-15,100.0
ONB01171,10290,First Week Check-in,Manager,Enablement,Complete,2011-05-12,2011-05-10,100.0
ONB01172,10290,30-Day Onboarding Review,Manager,Productive,Complete,2011-06-01,2011-06-02,100.0
ONB01173,10263,Complete HR Documentation,HR,Preboarding,Complete,2014-07-10,2014-07-07,100.0
ONB01174,10263,Submit Required Identification,HR,Preboarding,Complete,2014-07-09,2014-07-08,100.0
ONB01175,10263,Complete New Hire Orientation,HR,Orientation,Complete,2014-07-14,2014-07-09,100.0
ONB01176,10263,Manager Introduction,Manager,Orientation,Complete,2014-07-12,2014-07-10,100.0
ONB01177,10263,Laptop Provisioning,IT,Setup,Complete,2014-07-14,2014-07-11,100.0
ONB01178,10263,Network Account Setup,IT,Setup,Complete,2014-07-12,2014-07-15,100.0
ONB01179,10263,Email and Collaboration Access,IT,Setup,Complete,2014-07-12,2014-07-14,100.0
ONB01180,10263,Security Awareness Training,Compliance,Enablement,Complete,2014-07-19,2014-07-13,100.0
ONB01181,10263,Company Policy Training,Compliance,Enablement,Complete,2014-07-17,2014-07-20,100.0
ONB01182,10263,Role-Specific Training,Role-specific,Enablement,Blocked,2014-07-27,,69.0
ONB01183,10263,Department Process Training,Role-specific,Enablement,Complete,2014-07-22,2014-07-23,100.0
ONB01184,10263,Tool Access Verification,IT,Enablement,Complete,2014-07-17,2014-07-20,100.0
ONB01185,10263,First Week Check-in,Manager,Enablement,Not Started,2014-07-17,,0.0
ONB01186,10263,30-Day Onboarding Review,Manager,Productive,Complete,2014-08-06,2014-08-05,100.0
ONB01187,10136,Complete HR Documentation,HR,Preboarding,Complete,2014-02-20,2014-02-20,100.0
ONB01188,10136,Complete New Hire Orientation,HR,Orientation,In Progress,2014-02-24,,86.0
ONB01189,10136,Manager Introduction,Manager,Orientation,Complete,2014-02-22,2014-02-20,100.0
ONB01190,10136,Laptop Provisioning,IT,Setup,Not Started,2014-02-24,,0.0
ONB01191,10136,Network Account Setup,IT,Setup,Complete,2014-02-22,2014-02-20,100.0
ONB01192,10136,Email and Collaboration Access,IT,Setup,Complete,2014-02-22,2014-02-19,100.0
ONB01193,10136,Security Awareness Training,Compliance,Enablement,Complete,2014-03-01,2014-02-23,100.0
ONB01194,10136,Company Policy Training,Compliance,Enablement,Complete,2014-02-27,2014-02-19,100.0
ONB01195,10136,Role-Specific Training,Role-specific,Enablement,Complete,2014-03-09,2014-03-07,100.0
ONB01196,10136,Department Process Training,Role-specific,Enablement,Complete,2014-03-04,2014-03-07,100.0
ONB01197,10136,Tool Access Verification,IT,Enablement,Overdue,2014-02-27,,66.0
ONB01198,10136,First Week Check-in,Manager,Enablement,In Progress,2014-02-27,,32.0
ONB01199,10136,30-Day Onboarding Review,Manager,Productive,Complete,2014-03-19,2014-03-15,100.0
ONB01200,10189,Complete HR Documentation,HR,Preboarding,Complete,2011-11-10,2011-11-12,100.0
ONB01201,10189,Submit Required Identification,HR,Preboarding,Complete,2011-11-09,2011-11-10,100.0
ONB01202,10189,Complete New Hire Orientation,HR,Orientation,Complete,2011-11-14,2011-11-14,100.0
ONB01203,10189,Manager Introduction,Manager,Orientation,Not Started,2011-11-12,,0.0
ONB01204,10189,Laptop Provisioning,IT,Setup,Complete,2011-11-14,2011-11-16,100.0
ONB01205,10189,Network Account Setup,IT,Setup,Complete,2011-11-12,2011-11-08,100.0
ONB01206,10189,Email and Collaboration Access,IT,Setup,Complete,2011-11-12,2011-11-09,100.0
ONB01207,10189,Security Awareness Training,Compliance,Enablement,Complete,2011-11-19,2011-11-13,100.0
ONB01208,10189,Company Policy Training,Compliance,Enablement,In Progress,2011-11-17,,29.0
ONB01209,10189,Role-Specific Training,Role-specific,Enablement,Complete,2011-11-27,2011-11-23,100.0
ONB01210,10189,Department Process Training,Role-specific,Enablement,Complete,2011-11-22,2011-11-24,100.0
ONB01211,10189,Tool Access Verification,IT,Enablement,Complete,2011-11-17,2011-11-10,100.0
ONB01212,10189,First Week Check-in,Manager,Enablement,Complete,2011-11-17,2011-11-15,100.0
ONB01213,10189,30-Day Onboarding Review,Manager,Productive,Complete,2011-12-07,2011-12-02,100.0
ONB01214,10308,Complete HR Documentation,HR,Preboarding,Complete,2015-05-14,2015-05-17,100.0
ONB01215,10308,Submit Required Identification,HR,Preboarding,Complete,2015-05-13,2015-05-13,100.0
ONB01216,10308,Complete New Hire Orientation,HR,Orientation,Complete,2015-05-18,2015-05-16,100.0
ONB01217,10308,Manager Introduction,Manager,Orientation,Complete,2015-05-16,2015-05-14,100.0
ONB01218,10308,Laptop Provisioning,IT,Setup,Complete,2015-05-18,2015-05-20,100.0
ONB01219,10308,Network Account Setup,IT,Setup,Complete,2015-05-16,2015-05-12,100.0
ONB01220,10308,Email and Collaboration Access,IT,Setup,Blocked,2015-05-16,,52.0
ONB01221,10308,Security Awareness Training,Compliance,Enablement,Complete,2015-05-23,2015-05-21,100.0
ONB01222,10308,Company Policy Training,Compliance,Enablement,Complete,2015-05-21,2015-05-19,100.0
ONB01223,10308,Role-Specific Training,Role-specific,Enablement,Complete,2015-05-31,2015-05-29,100.0
ONB01224,10308,Department Process Training,Role-specific,Enablement,In Progress,2015-05-26,,20.0
ONB01225,10308,Tool Access Verification,IT,Enablement,Complete,2015-05-21,2015-05-14,100.0
ONB01226,10308,First Week Check-in,Manager,Enablement,Complete,2015-05-21,2015-05-22,100.0
ONB01227,10308,30-Day Onboarding Review,Manager,Productive,Blocked,2015-06-10,,53.0
ONB01228,10309,Complete HR Documentation,HR,Preboarding,Complete,2015-04-02,2015-04-02,100.0
ONB01229,10309,Submit Required Identification,HR,Preboarding,Complete,2015-04-01,2015-04-03,100.0
ONB01230,10309,Complete New Hire Orientation,HR,Orientation,Complete,2015-04-06,2015-04-03,100.0
ONB01231,10309,Manager Introduction,Manager,Orientation,Complete,2015-04-04,2015-03-31,100.0
ONB01232,10309,Laptop Provisioning,IT,Setup,Blocked,2015-04-06,,11.0
ONB01233,10309,Network Account Setup,IT,Setup,Complete,2015-04-04,2015-04-04,100.0
ONB01234,10309,Security Awareness Training,Compliance,Enablement,Complete,2015-04-11,2015-04-03,100.0
ONB01235,10309,Company Policy Training,Compliance,Enablement,Blocked,2015-04-09,,7.0
ONB01236,10309,Role-Specific Training,Role-specific,Enablement,Complete,2015-04-19,2015-04-08,100.0
ONB01237,10309,Department Process Training,Role-specific,Enablement,Complete,2015-04-14,2015-04-05,100.0
ONB01238,10309,First Week Check-in,Manager,Enablement,In Progress,2015-04-09,,18.0
ONB01239,10309,30-Day Onboarding Review,Manager,Productive,Not Started,2015-04-29,,0.0
ONB01240,10049,Complete HR Documentation,HR,Preboarding,Overdue,2012-01-12,,49.0
ONB01241,10049,Submit Required Identification,HR,Preboarding,Not Started,2012-01-11,,0.0
ONB01242,10049,Complete New Hire Orientation,HR,Orientation,Complete,2012-01-16,2012-01-16,100.0
ONB01243,10049,Manager Introduction,Manager,Orientation,Complete,2012-01-14,2012-01-17,100.0
ONB01244,10049,Laptop Provisioning,IT,Setup,Complete,2012-01-16,2012-01-14,100.0
ONB01245,10049,Network Account Setup,IT,Setup,Complete,2012-01-14,2012-01-17,100.0
ONB01246,10049,Email and Collaboration Access,IT,Setup,Complete,2012-01-14,2012-01-14,100.0
ONB01247,10049,Security Awareness Training,Compliance,Enablement,Overdue,2012-01-21,,69.0
ONB01248,10049,Department Process Training,Role-specific,Enablement,Complete,2012-01-24,2012-01-15,100.0
ONB01249,10049,Tool Access Verification,IT,Enablement,In Progress,2012-01-19,,82.0
ONB01250,10049,First Week Check-in,Manager,Enablement,Blocked,2012-01-19,,7.0
ONB01251,10049,30-Day Onboarding Review,Manager,Productive,In Progress,2012-02-08,,23.0
ONB01252,10093,Complete HR Documentation,HR,Preboarding,Complete,2011-05-19,2011-05-16,100.0
ONB01253,10093,Submit Required Identification,HR,Preboarding,In Progress,2011-05-18,,19.0
ONB01254,10093,Complete New Hire Orientation,HR,Orientation,Complete,2011-05-23,2011-05-25,100.0
ONB01255,10093,Manager Introduction,Manager,Orientation,Complete,2011-05-21,2011-05-20,100.0
ONB01256,10093,Laptop Provisioning,IT,Setup,Complete,2011-05-23,2011-05-20,100.0
ONB01257,10093,Network Account Setup,IT,Setup,Overdue,2011-05-21,,5.0
ONB01258,10093,Email and Collaboration Access,IT,Setup,Complete,2011-05-21,2011-05-21,100.0
ONB01259,10093,Security Awareness Training,Compliance,Enablement,Complete,2011-05-28,2011-05-27,100.0
ONB01260,10093,Company Policy Training,Compliance,Enablement,Not Started,2011-05-26,,0.0
ONB01261,10093,Role-Specific Training,Role-specific,Enablement,Complete,2011-06-05,2011-06-04,100.0
ONB01262,10093,Department Process Training,Role-specific,Enablement,Complete,2011-05-31,2011-05-30,100.0
ONB01263,10093,Tool Access Verification,IT,Enablement,Complete,2011-05-26,2011-05-24,100.0
ONB01264,10093,First Week Check-in,Manager,Enablement,Complete,2011-05-26,2011-05-21,100.0
ONB01265,10093,30-Day Onboarding Review,Manager,Productive,Complete,2011-06-15,2011-06-05,100.0
ONB01266,10163,Complete HR Documentation,HR,Preboarding,Complete,2011-04-07,2011-04-06,100.0
ONB01267,10163,Submit Required Identification,HR,Preboarding,In Progress,2011-04-06,,68.0
ONB01268,10163,Complete New Hire Orientation,HR,Orientation,Complete,2011-04-11,2011-04-07,100.0
ONB01269,10163,Manager Introduction,Manager,Orientation,Complete,2011-04-09,2011-04-11,100.0
ONB01270,10163,Laptop Provisioning,IT,Setup,Complete,2011-04-11,2011-04-05,100.0
ONB01271,10163,Network Account Setup,IT,Setup,Complete,2011-04-09,2011-04-09,100.0
ONB01272,10163,Email and Collaboration Access,IT,Setup,Complete,2011-04-09,2011-04-11,100.0
ONB01273,10163,Security Awareness Training,Compliance,Enablement,Blocked,2011-04-16,,40.0
ONB01274,10163,Company Policy Training,Compliance,Enablement,Complete,2011-04-14,2011-04-09,100.0
ONB01275,10163,Role-Specific Training,Role-specific,Enablement,Complete,2011-04-24,2011-04-10,100.0
ONB01276,10163,Department Process Training,Role-specific,Enablement,Complete,2011-04-19,2011-04-09,100.0
ONB01277,10163,Tool Access Verification,IT,Enablement,In Progress,2011-04-14,,74.0
ONB01278,10163,First Week Check-in,Manager,Enablement,Complete,2011-04-14,2011-04-17,100.0
ONB01279,10163,30-Day Onboarding Review,Manager,Productive,Complete,2011-05-04,2011-05-02,100.0
ONB01280,10305,Complete HR Documentation,HR,Preboarding,Blocked,2014-10-02,,2.0
ONB01281,10305,Submit Required Identification,HR,Preboarding,Complete,2014-10-01,2014-10-03,100.0
ONB01282,10305,Complete New Hire Orientation,HR,Orientation,Complete,2014-10-06,2014-10-03,100.0
ONB01283,10305,Manager Introduction,Manager,Orientation,Complete,2014-10-04,2014-09-30,100.0
ONB01284,10305,Laptop Provisioning,IT,Setup,Complete,2014-10-06,2014-10-01,100.0
ONB01285,10305,Network Account Setup,IT,Setup,Overdue,2014-10-04,,33.0
ONB01286,10305,Email and Collaboration Access,IT,Setup,Complete,2014-10-04,2014-10-07,100.0
ONB01287,10305,Security Awareness Training,Compliance,Enablement,Complete,2014-10-11,2014-10-05,100.0
ONB01288,10305,Company Policy Training,Compliance,Enablement,Complete,2014-10-09,2014-10-01,100.0
ONB01289,10305,Role-Specific Training,Role-specific,Enablement,Complete,2014-10-19,2014-10-19,100.0
ONB01290,10305,Department Process Training,Role-specific,Enablement,In Progress,2014-10-14,,79.0
ONB01291,10305,Tool Access Verification,IT,Enablement,Complete,2014-10-09,2014-10-10,100.0
ONB01292,10305,First Week Check-in,Manager,Enablement,Complete,2014-10-09,2014-10-12,100.0
ONB01293,10305,30-Day Onboarding Review,Manager,Productive,Complete,2014-10-29,2014-11-01,100.0
ONB01294,10015,Complete HR Documentation,HR,Preboarding,Complete,2011-04-18,2011-04-17,100.0
ONB01295,10015,Submit Required Identification,HR,Preboarding,Complete,2011-04-17,2011-04-20,100.0
ONB01296,10015,Complete New Hire Orientation,HR,Orientation,Complete,2011-04-22,2011-04-25,100.0
ONB01297,10015,Manager Introduction,Manager,Orientation,Complete,2011-04-20,2011-04-20,100.0
ONB01298,10015,Laptop Provisioning,IT,Setup,Complete,2011-04-22,2011-04-19,100.0
ONB01299,10015,Network Account Setup,IT,Setup,Complete,2011-04-20,2011-04-20,100.0
ONB01300,10015,Email and Collaboration Access,IT,Setup,Complete,2011-04-20,2011-04-18,100.0
ONB01301,10015,Security Awareness Training,Compliance,Enablement,Complete,2011-04-27,2011-04-29,100.0
ONB01302,10015,Company Policy Training,Compliance,Enablement,Overdue,2011-04-25,,4.0
ONB01303,10015,Department Process Training,Role-specific,Enablement,In Progress,2011-04-30,,88.0
ONB01304,10015,Tool Access Verification,IT,Enablement,Complete,2011-04-25,2011-04-23,100.0
ONB01305,10015,First Week Check-in,Manager,Enablement,Complete,2011-04-25,2011-04-25,100.0
ONB01306,10015,30-Day Onboarding Review,Manager,Productive,Complete,2011-05-15,2011-05-12,100.0
ONB01307,10080,Complete HR Documentation,HR,Preboarding,Complete,2009-01-08,2009-01-05,100.0
ONB01308,10080,Submit Required Identification,HR,Preboarding,In Progress,2009-01-07,,26.0
ONB01309,10080,Complete New Hire Orientation,HR,Orientation,Complete,2009-01-12,2009-01-09,100.0
ONB01310,10080,Manager Introduction,Manager,Orientation,Complete,2009-01-10,2009-01-08,100.0
ONB01311,10080,Laptop Provisioning,IT,Setup,Complete,2009-01-12,2009-01-11,100.0
ONB01312,10080,Network Account Setup,IT,Setup,Complete,2009-01-10,2009-01-12,100.0
ONB01313,10080,Email and Collaboration Access,IT,Setup,Complete,2009-01-10,2009-01-07,100.0
ONB01314,10080,Security Awareness Training,Compliance,Enablement,Complete,2009-01-17,2009-01-08,100.0
ONB01315,10080,Company Policy Training,Compliance,Enablement,Complete,2009-01-15,2009-01-18,100.0
ONB01316,10080,Role-Specific Training,Role-specific,Enablement,Complete,2009-01-25,2009-01-27,100.0
ONB01317,10080,Department Process Training,Role-specific,Enablement,Complete,2009-01-20,2009-01-14,100.0
ONB01318,10080,Tool Access Verification,IT,Enablement,Complete,2009-01-15,2009-01-09,100.0
ONB01319,10080,First Week Check-in,Manager,Enablement,Overdue,2009-01-15,,58.0
ONB01320,10080,30-Day Onboarding Review,Manager,Productive,Complete,2009-02-04,2009-02-01,100.0
ONB01321,10258,Complete HR Documentation,HR,Preboarding,Complete,2011-09-09,2011-09-12,100.0
ONB01322,10258,Submit Required Identification,HR,Preboarding,Overdue,2011-09-08,,34.0
ONB01323,10258,Complete New Hire Orientation,HR,Orientation,In Progress,2011-09-13,,17.0
ONB01324,10258,Manager Introduction,Manager,Orientation,Complete,2011-09-11,2011-09-12,100.0
ONB01325,10258,Laptop Provisioning,IT,Setup,Complete,2011-09-13,2011-09-08,100.0
ONB01326,10258,Network Account Setup,IT,Setup,Complete,2011-09-11,2011-09-13,100.0
ONB01327,10258,Security Awareness Training,Compliance,Enablement,Complete,2011-09-18,2011-09-13,100.0
ONB01328,10258,Role-Specific Training,Role-specific,Enablement,Complete,2011-09-26,2011-09-12,100.0
ONB01329,10258,Department Process Training,Role-specific,Enablement,In Progress,2011-09-21,,47.0
ONB01330,10258,First Week Check-in,Manager,Enablement,Blocked,2011-09-16,,59.0
ONB01331,10258,30-Day Onboarding Review,Manager,Productive,Complete,2011-10-06,2011-10-05,100.0
ONB01332,10273,Complete HR Documentation,HR,Preboarding,Overdue,2010-05-04,,45.0
ONB01333,10273,Submit Required Identification,HR,Preboarding,Complete,2010-05-03,2010-05-01,100.0
ONB01334,10273,Complete New Hire Orientation,HR,Orientation,Overdue,2010-05-08,,51.0
ONB01335,10273,Manager Introduction,Manager,Orientation,Complete,2010-05-06,2010-05-09,100.0
ONB01336,10273,Laptop Provisioning,IT,Setup,Complete,2010-05-08,2010-05-07,100.0
ONB01337,10273,Network Account Setup,IT,Setup,In Progress,2010-05-06,,51.0
ONB01338,10273,Email and Collaboration Access,IT,Setup,Complete,2010-05-06,2010-05-02,100.0
ONB01339,10273,Security Awareness Training,Compliance,Enablement,Complete,2010-05-13,2010-05-05,100.0
ONB01340,10273,Company Policy Training,Compliance,Enablement,Complete,2010-05-11,2010-05-12,100.0
ONB01341,10273,Role-Specific Training,Role-specific,Enablement,Complete,2010-05-21,2010-05-18,100.0
ONB01342,10273,Department Process Training,Role-specific,Enablement,Blocked,2010-05-16,,70.0
ONB01343,10273,Tool Access Verification,IT,Enablement,Complete,2010-05-11,2010-05-13,100.0
ONB01344,10273,First Week Check-in,Manager,Enablement,In Progress,2010-05-11,,21.0
ONB01345,10273,30-Day Onboarding Review,Manager,Productive,Complete,2010-05-31,2010-05-24,100.0
ONB01346,10111,Complete HR Documentation,HR,Preboarding,In Progress,2015-04-02,,45.0
ONB01347,10111,Submit Required Identification,HR,Preboarding,Complete,2015-04-01,2015-03-31,100.0
ONB01348,10111,Complete New Hire Orientation,HR,Orientation,In Progress,2015-04-06,,95.0
ONB01349,10111,Manager Introduction,Manager,Orientation,Blocked,2015-04-04,,43.0
ONB01350,10111,Laptop Provisioning,IT,Setup,Complete,2015-04-06,2015-04-08,100.0
ONB01351,10111,Network Account Setup,IT,Setup,In Progress,2015-04-04,,86.0
ONB01352,10111,Email and Collaboration Access,IT,Setup,In Progress,2015-04-04,,15.0
ONB01353,10111,Security Awareness Training,Compliance,Enablement,Blocked,2015-04-11,,50.0
ONB01354,10111,Role-Specific Training,Role-specific,Enablement,Not Started,2015-04-19,,0.0
ONB01355,10111,Tool Access Verification,IT,Enablement,Complete,2015-04-09,2015-04-04,100.0
ONB01356,10111,First Week Check-in,Manager,Enablement,In Progress,2015-04-09,,80.0
ONB01357,10111,30-Day Onboarding Review,Manager,Productive,Complete,2015-04-29,2015-05-01,100.0
ONB01358,10257,Complete HR Documentation,HR,Preboarding,Complete,2011-05-19,2011-05-22,100.0
ONB01359,10257,Submit Required Identification,HR,Preboarding,Complete,2011-05-18,2011-05-20,100.0
ONB01360,10257,Complete New Hire Orientation,HR,Orientation,Blocked,2011-05-23,,17.0
ONB01361,10257,Manager Introduction,Manager,Orientation,Complete,2011-05-21,2011-05-24,100.0
ONB01362,10257,Laptop Provisioning,IT,Setup,Complete,2011-05-23,2011-05-20,100.0
