learning_record_id,employee_id,course_name,course_type,assigned_date,completed_date,assessment_score,completion_time_hours,course_status
LRN00971,10163,Communication and Collaboration Tools,Orientation,2011-04-06,2011-04-10,89.22,2.12,Completed
LRN00972,10163,Department Process Training,Role-specific,2011-04-09,2011-04-21,81.64,4.59,Completed
LRN00973,10163,Role Fundamentals,Role-specific,2011-04-11,2011-04-17,79.27,6.33,Completed
LRN00974,10163,Role Tools and Systems,Role-specific,2011-04-12,2011-04-14,76.16,4.82,Completed
LRN00975,10305,Information Security Awareness,Compliance,2014-09-30,2014-10-09,85.23,2.08,Completed
LRN00976,10305,Data Privacy and Protection,Compliance,2014-10-01,2014-10-02,85.05,1.64,Completed
LRN00977,10305,Code of Conduct,Compliance,2014-09-29,2014-10-04,87.61,1.39,Completed
LRN00978,10305,Workplace Safety,Compliance,2014-09-30,2014-10-13,93.11,2.57,Completed
LRN00979,10305,Company Orientation,Orientation,2014-09-29,2014-10-03,78.53,2.05,Completed
LRN00980,10305,HR Policies and Benefits,Orientation,2014-09-30,2014-10-08,76.89,1.82,Completed
LRN00981,10305,Communication and Collaboration Tools,Orientation,2014-10-01,,,,Assigned
LRN00982,10305,Department Process Training,Role-specific,2014-10-04,2014-10-17,83.47,4.94,Completed
LRN00983,10305,Role Fundamentals,Role-specific,2014-10-06,,,,In Progress
LRN00984,10305,Role Tools and Systems,Role-specific,2014-10-07,2014-10-09,86.03,4.73,Completed
LRN00985,10305,Professional Development,Optional,2014-10-14,2014-11-01,100.0,4.15,Completed
LRN00986,10015,Information Security Awareness,Compliance,2011-04-16,,,,In Progress
LRN00987,10015,Data Privacy and Protection,Compliance,2011-04-17,,,,Assigned
LRN00988,10015,Code of Conduct,Compliance,2011-04-15,2011-04-19,72.2,1.12,Completed
LRN00989,10015,Workplace Safety,Compliance,2011-04-16,2011-04-17,82.27,1.56,Completed
LRN00990,10015,Company Orientation,Orientation,2011-04-15,2011-04-24,82.23,2.87,Completed
LRN00991,10015,HR Policies and Benefits,Orientation,2011-04-16,,,,Overdue
LRN00992,10015,Communication and Collaboration Tools,Orientation,2011-04-17,,,,Overdue
LRN00993,10015,Department Process Training,Role-specific,2011-04-20,2011-04-22,93.76,4.99,Completed
LRN00994,10015,Role Fundamentals,Role-specific,2011-04-22,,60.16,,In Progress
LRN00995,10015,Role Tools and Systems,Role-specific,2011-04-23,2011-05-10,96.63,3.91,Completed
LRN00996,10080,Information Security Awareness,Compliance,2009-01-06,2009-01-14,81.82,2.89,Completed
LRN00997,10080,Data Privacy and Protection,Compliance,2009-01-07,2009-01-18,86.36,2.3,Completed
LRN00998,10080,Code of Conduct,Compliance,2009-01-05,2009-01-06,75.65,1.26,Completed
LRN00999,10080,Workplace Safety,Compliance,2009-01-06,2009-01-20,98.93,2.31,Completed
LRN01000,10080,Company Orientation,Orientation,2009-01-05,2009-01-06,91.99,2.17,Completed
LRN01001,10080,HR Policies and Benefits,Orientation,2009-01-06,2009-01-09,76.01,2.13,Completed
LRN01002,10080,Communication and Collaboration Tools,Orientation,2009-01-07,2009-01-16,91.5,2.77,Completed
LRN01003,10080,Department Process Training,Role-specific,2009-01-10,2009-01-21,85.66,4.33,Completed
LRN01004,10080,Role Fundamentals,Role-specific,2009-01-12,,,,Assigned
LRN01005,10080,Role Tools and Systems,Role-specific,2009-01-13,2009-02-01,91.35,3.9,Completed
LRN01006,10258,Data Privacy and Protection,Compliance,2011-09-08,2011-09-17,100.0,1.91,Completed
LRN01007,10258,Code of Conduct,Compliance,2011-09-06,2011-09-07,88.98,1.75,Completed
LRN01008,10258,Workplace Safety,Compliance,2011-09-07,,,,In Progress
LRN01009,10258,Company Orientation,Orientation,2011-09-06,2011-09-10,88.16,2.05,Completed
LRN01010,10258,HR Policies and Benefits,Orientation,2011-09-07,2011-09-11,81.13,1.69,Completed
LRN01011,10258,Communication and Collaboration Tools,Orientation,2011-09-08,2011-09-18,83.89,1.77,Completed
LRN01012,10258,Department Process Training,Role-specific,2011-09-11,2011-09-12,90.37,4.44,Completed
LRN01013,10258,Role Fundamentals,Role-specific,2011-09-13,2011-09-16,80.84,6.41,Completed
LRN01014,10258,Role Tools and Systems,Role-specific,2011-09-14,2011-09-29,78.66,3.43,Completed
LRN01015,10258,Professional Development,Optional,2011-09-21,,,,In Progress
LRN01016,10273,Information Security Awareness,Compliance,2010-05-02,2010-05-14,71.91,2.93,Completed
LRN01017,10273,Data Privacy and Protection,Compliance,2010-05-03,2010-05-18,89.04,1.61,Completed
LRN01018,10273,Code of Conduct,Compliance,2010-05-01,2010-05-06,80.3,1.67,Completed
LRN01019,10273,Workplace Safety,Compliance,2010-05-02,2010-05-03,78.15,1.71,Completed
LRN01020,10273,Company Orientation,Orientation,2010-05-01,2010-05-02,75.1,1.79,Completed
LRN01021,10273,HR Policies and Benefits,Orientation,2010-05-02,2010-05-14,76.56,1.95,Completed
LRN01022,10273,Communication and Collaboration Tools,Orientation,2010-05-03,,,,Overdue
LRN01023,10273,Department Process Training,Role-specific,2010-05-06,2010-05-20,84.35,4.82,Completed
LRN01024,10273,Role Fundamentals,Role-specific,2010-05-08,,,,In Progress
LRN01025,10273,Role Tools and Systems,Role-specific,2010-05-09,2010-05-18,94.84,4.89,Completed
LRN01026,10111,Information Security Awareness,Compliance,2015-03-31,2015-04-08,77.8,3.01,Completed
LRN01027,10111,Data Privacy and Protection,Compliance,2015-04-01,2015-04-11,95.67,2.89,Completed
LRN01028,10111,Code of Conduct,Compliance,2015-03-30,2015-04-07,97.42,1.53,Completed
LRN01029,10111,Workplace Safety,Compliance,2015-03-31,2015-04-13,88.04,1.76,Completed
LRN01030,10111,Company Orientation,Orientation,2015-03-30,2015-04-04,85.5,2.81,Completed
LRN01031,10111,HR Policies and Benefits,Orientation,2015-03-31,2015-04-03,98.08,1.57,Completed
LRN01032,10111,Communication and Collaboration Tools,Orientation,2015-04-01,,,,Overdue
LRN01033,10111,Department Process Training,Role-specific,2015-04-04,,,,Overdue
LRN01034,10111,Role Fundamentals,Role-specific,2015-04-06,2015-04-07,94.78,6.89,Completed
LRN01035,10111,Role Tools and Systems,Role-specific,2015-04-07,2015-04-11,94.91,3.73,Completed
LRN01036,10257,Information Security Awareness,Compliance,2011-05-17,2011-05-19,85.64,1.8,Completed
LRN01037,10257,Data Privacy and Protection,Compliance,2011-05-18,,,,Overdue
LRN01038,10257,Code of Conduct,Compliance,2011-05-16,2011-05-25,88.74,1.31,Completed
LRN01039,10257,Company Orientation,Orientation,2011-05-16,2011-05-18,83.3,2.55,Completed
LRN01040,10257,HR Policies and Benefits,Orientation,2011-05-17,2011-05-22,88.64,2.64,Completed
LRN01041,10257,Communication and Collaboration Tools,Orientation,2011-05-18,,40.51,,In Progress
LRN01042,10257,Department Process Training,Role-specific,2011-05-21,2011-05-30,79.45,4.87,Completed
LRN01043,10257,Role Fundamentals,Role-specific,2011-05-23,,,,In Progress
LRN01044,10257,Role Tools and Systems,Role-specific,2011-05-24,2011-06-07,70.67,3.48,Completed
LRN01045,10257,Professional Development,Optional,2011-05-31,2011-06-05,79.87,4.6,Completed
LRN01046,10159,Information Security Awareness,Compliance,2015-03-31,2015-04-06,96.44,2.13,Completed
LRN01047,10159,Data Privacy and Protection,Compliance,2015-04-01,2015-04-14,94.59,1.84,Completed
LRN01048,10159,Code of Conduct,Compliance,2015-03-30,2015-04-05,84.26,1.58,Completed
LRN01049,10159,Workplace Safety,Compliance,2015-03-31,2015-04-01,81.34,2.25,Completed
LRN01050,10159,Company Orientation,Orientation,2015-03-30,2015-04-08,85.51,2.28,Completed
LRN01051,10159,HR Policies and Benefits,Orientation,2015-03-31,2015-04-08,100.0,2.38,Completed
LRN01052,10159,Communication and Collaboration Tools,Orientation,2015-04-01,2015-04-15,100.0,2.76,Completed
LRN01053,10159,Department Process Training,Role-specific,2015-04-04,2015-04-14,77.93,3.64,Completed
LRN01054,10159,Role Fundamentals,Role-specific,2015-04-06,,,,Overdue
LRN01055,10159,Role Tools and Systems,Role-specific,2015-04-07,2015-04-12,84.61,4.62,Completed
LRN01056,10122,Information Security Awareness,Compliance,2011-11-08,2011-11-11,95.08,2.89,Completed
LRN01057,10122,Data Privacy and Protection,Compliance,2011-11-09,2011-11-21,83.49,2.07,Completed
LRN01058,10122,Code of Conduct,Compliance,2011-11-07,2011-11-13,88.27,1.68,Completed
LRN01059,10122,Workplace Safety,Compliance,2011-11-08,,,,Assigned
LRN01060,10122,Company Orientation,Orientation,2011-11-07,,,,In Progress
LRN01061,10122,HR Policies and Benefits,Orientation,2011-11-08,2011-11-19,85.72,1.25,Completed
LRN01062,10122,Communication and Collaboration Tools,Orientation,2011-11-09,2011-11-24,83.75,2.38,Completed
LRN01063,10122,Department Process Training,Role-specific,2011-11-12,2011-11-15,77.37,2.7,Completed
LRN01064,10122,Role Fundamentals,Role-specific,2011-11-14,,84.88,,In Progress
LRN01065,10122,Role Tools and Systems,Role-specific,2011-11-15,,,,Assigned
LRN01066,10142,Information Security Awareness,Compliance,2014-07-08,2014-07-13,90.31,2.04,Completed
LRN01067,10142,Data Privacy and Protection,Compliance,2014-07-09,,,,Assigned
LRN01068,10142,Code of Conduct,Compliance,2014-07-07,,,,Overdue
LRN01069,10142,Workplace Safety,Compliance,2014-07-08,,,,In Progress
LRN01070,10142,Company Orientation,Orientation,2014-07-07,2014-07-09,64.37,2.19,Completed
LRN01071,10142,HR Policies and Benefits,Orientation,2014-07-08,2014-07-20,87.32,1.98,Completed
LRN01072,10142,Communication and Collaboration Tools,Orientation,2014-07-09,2014-07-14,87.72,2.04,Completed
LRN01073,10142,Department Process Training,Role-specific,2014-07-12,2014-07-28,86.24,3.77,Completed
LRN01074,10142,Role Fundamentals,Role-specific,2014-07-14,2014-07-22,87.0,5.69,Completed
LRN01075,10142,Role Tools and Systems,Role-specific,2014-07-15,,,,In Progress
LRN01076,10142,Professional Development,Optional,2014-07-22,,61.92,,In Progress
LRN01077,10283,Information Security Awareness,Compliance,2012-04-03,,,,Overdue
LRN01078,10283,Data Privacy and Protection,Compliance,2012-04-04,,,,Assigned
LRN01079,10283,Code of Conduct,Compliance,2012-04-02,2012-04-03,100.0,1.3,Completed
LRN01080,10283,Workplace Safety,Compliance,2012-04-03,2012-04-15,89.41,1.99,Completed
LRN01081,10283,Company Orientation,Orientation,2012-04-02,,,,In Progress
LRN01082,10283,HR Policies and Benefits,Orientation,2012-04-03,2012-04-09,72.19,1.68,Completed
LRN01083,10283,Communication and Collaboration Tools,Orientation,2012-04-04,2012-04-09,90.67,2.8,Completed
LRN01084,10283,Department Process Training,Role-specific,2012-04-07,2012-04-20,71.13,3.6,Completed
LRN01085,10283,Role Fundamentals,Role-specific,2012-04-09,,,,Overdue
LRN01086,10283,Role Tools and Systems,Role-specific,2012-04-10,2012-04-19,80.3,5.45,Completed
LRN01087,10018,Information Security Awareness,Compliance,2014-09-30,2014-10-03,83.07,3.34,Completed
LRN01088,10018,Data Privacy and Protection,Compliance,2014-10-01,2014-10-13,85.68,1.12,Completed
LRN01089,10018,Code of Conduct,Compliance,2014-09-29,2014-10-03,83.14,1.17,Completed
LRN01090,10018,Workplace Safety,Compliance,2014-09-30,,,,In Progress
LRN01091,10018,Company Orientation,Orientation,2014-09-29,,,,Assigned
LRN01092,10018,HR Policies and Benefits,Orientation,2014-09-30,2014-10-02,95.83,2.0,Completed
LRN01093,10018,Communication and Collaboration Tools,Orientation,2014-10-01,2014-10-16,78.17,3.91,Completed
LRN01094,10018,Department Process Training,Role-specific,2014-10-04,,,,In Progress
LRN01095,10018,Role Fundamentals,Role-specific,2014-10-06,2014-10-22,100.0,6.95,Completed
LRN01096,10018,Role Tools and Systems,Role-specific,2014-10-07,,,,Overdue
LRN01097,10255,Information Security Awareness,Compliance,2015-02-17,,,,In Progress
LRN01098,10255,Data Privacy and Protection,Compliance,2015-02-18,2015-02-20,86.8,1.89,Completed
LRN01099,10255,Code of Conduct,Compliance,2015-02-16,,,,Assigned
LRN01100,10255,Workplace Safety,Compliance,2015-02-17,2015-02-25,86.37,2.03,Completed
LRN01101,10255,Company Orientation,Orientation,2015-02-16,2015-02-23,83.37,2.29,Completed
LRN01102,10255,HR Policies and Benefits,Orientation,2015-02-17,2015-02-19,81.69,1.98,Completed
LRN01103,10255,Communication and Collaboration Tools,Orientation,2015-02-18,2015-02-19,100.0,2.86,Completed
LRN01104,10255,Department Process Training,Role-specific,2015-02-21,2015-02-24,79.23,4.19,Completed
LRN01105,10255,Role Fundamentals,Role-specific,2015-02-23,2015-03-03,92.18,6.12,Completed
LRN01106,10255,Role Tools and Systems,Role-specific,2015-02-24,2015-03-14,75.48,3.26,Completed
LRN01107,10246,Information Security Awareness,Compliance,2015-02-17,2015-02-20,97.37,2.97,Completed
LRN01108,10246,Data Privacy and Protection,Compliance,2015-02-18,2015-03-03,83.57,2.44,Completed
LRN01109,10246,Code of Conduct,Compliance,2015-02-16,,,,In Progress
LRN01110,10246,Workplace Safety,Compliance,2015-02-17,,,,Overdue
LRN01111,10246,Company Orientation,Orientation,2015-02-16,2015-02-21,95.1,2.51,Completed
LRN01112,10246,HR Policies and Benefits,Orientation,2015-02-17,,,,Assigned
LRN01113,10246,Communication and Collaboration Tools,Orientation,2015-02-18,2015-02-26,93.8,3.16,Completed
LRN01114,10246,Department Process Training,Role-specific,2015-02-21,,,,Assigned
LRN01115,10246,Role Fundamentals,Role-specific,2015-02-23,2015-03-07,88.12,6.11,Completed
LRN01116,10246,Role Tools and Systems,Role-specific,2015-02-24,2015-03-13,76.3,3.64,Completed
LRN01117,10228,Information Security Awareness,Compliance,2015-03-31,,,,In Progress
LRN01118,10228,Data Privacy and Protection,Compliance,2015-04-01,,65.69,,In Progress
LRN01119,10228,Code of Conduct,Compliance,2015-03-30,,,,In Progress
LRN01120,10228,Workplace Safety,Compliance,2015-03-31,,,,In Progress
LRN01121,10228,Company Orientation,Orientation,2015-03-30,,,,In Progress
LRN01122,10228,HR Policies and Benefits,Orientation,2015-03-31,2015-04-09,89.58,2.22,Completed
LRN01123,10228,Communication and Collaboration Tools,Orientation,2015-04-01,2015-04-13,90.09,1.8,Completed
LRN01124,10228,Department Process Training,Role-specific,2015-04-04,2015-04-13,88.85,3.76,Completed
LRN01125,10228,Role Fundamentals,Role-specific,2015-04-06,2015-04-27,85.52,6.02,Completed
LRN01126,10228,Role Tools and Systems,Role-specific,2015-04-07,2015-04-16,86.32,4.22,Completed
LRN01127,10228,Professional Development,Optional,2015-04-14,2015-05-06,78.64,6.57,Completed
LRN01128,10243,Information Security Awareness,Compliance,2013-11-12,2013-11-13,98.49,2.41,Completed
LRN01129,10243,Data Privacy and Protection,Compliance,2013-11-13,2013-11-27,88.82,2.19,Completed
LRN01130,10243,Code of Conduct,Compliance,2013-11-11,,,,Overdue
LRN01131,10243,Workplace Safety,Compliance,2013-11-12,2013-11-16,92.9,1.67,Completed
LRN01132,10243,Company Orientation,Orientation,2013-11-11,2013-11-14,88.82,2.42,Completed
LRN01133,10243,HR Policies and Benefits,Orientation,2013-11-12,2013-11-23,80.81,2.64,Completed
LRN01134,10243,Communication and Collaboration Tools,Orientation,2013-11-13,,,,Overdue
LRN01135,10243,Department Process Training,Role-specific,2013-11-16,2013-11-28,90.55,3.41,Completed
LRN01136,10243,Role Fundamentals,Role-specific,2013-11-18,2013-11-30,72.37,7.11,Completed
LRN01137,10243,Role Tools and Systems,Role-specific,2013-11-19,2013-12-06,84.31,4.87,Completed
LRN01138,10031,Information Security Awareness,Compliance,2011-07-12,2011-07-21,75.95,2.42,Completed
LRN01139,10031,Data Privacy and Protection,Compliance,2011-07-13,2011-07-25,99.41,2.29,Completed
LRN01140,10031,Code of Conduct,Compliance,2011-07-11,2011-07-21,92.81,1.72,Completed
LRN01141,10031,Workplace Safety,Compliance,2011-07-12,2011-07-17,88.91,1.97,Completed
LRN01142,10031,Company Orientation,Orientation,2011-07-11,2011-07-14,88.72,2.59,Completed
LRN01143,10031,HR Policies and Benefits,Orientation,2011-07-12,2011-07-15,75.3,2.26,Completed
LRN01144,10031,Communication and Collaboration Tools,Orientation,2011-07-13,2011-07-19,85.51,2.65,Completed
LRN01145,10031,Department Process Training,Role-specific,2011-07-16,2011-07-19,77.81,4.16,Completed
LRN01146,10031,Role Fundamentals,Role-specific,2011-07-18,2011-08-07,85.6,7.62,Completed
LRN01147,10031,Role Tools and Systems,Role-specific,2011-07-19,2011-08-04,89.59,4.16,Completed
LRN01148,10300,Information Security Awareness,Compliance,2010-04-27,2010-05-06,97.17,2.98,Completed
LRN01149,10300,Data Privacy and Protection,Compliance,2010-04-28,2010-05-06,74.88,2.58,Completed
LRN01150,10300,Code of Conduct,Compliance,2010-04-26,2010-05-03,72.82,1.94,Completed
LRN01151,10300,Workplace Safety,Compliance,2010-04-27,2010-04-28,85.69,2.26,Completed
LRN01152,10300,Company Orientation,Orientation,2010-04-26,2010-05-02,82.29,1.57,Completed
LRN01153,10300,HR Policies and Benefits,Orientation,2010-04-27,2010-04-28,95.53,1.72,Completed
LRN01154,10300,Communication and Collaboration Tools,Orientation,2010-04-28,2010-05-08,88.63,2.19,Completed
LRN01155,10300,Department Process Training,Role-specific,2010-05-01,,,,In Progress
LRN01156,10300,Role Fundamentals,Role-specific,2010-05-03,,,,In Progress
LRN01157,10300,Role Tools and Systems,Role-specific,2010-05-04,,,,In Progress
LRN01158,10101,Information Security Awareness,Compliance,2015-01-06,,,,In Progress
LRN01159,10101,Data Privacy and Protection,Compliance,2015-01-07,2015-01-12,84.98,1.93,Completed
LRN01160,10101,Code of Conduct,Compliance,2015-01-05,,,,Assigned
LRN01161,10101,Workplace Safety,Compliance,2015-01-06,2015-01-17,87.9,1.46,Completed
LRN01162,10101,Company Orientation,Orientation,2015-01-05,2015-01-14,99.32,2.45,Completed
LRN01163,10101,HR Policies and Benefits,Orientation,2015-01-06,,,,Overdue
LRN01164,10101,Communication and Collaboration Tools,Orientation,2015-01-07,,,,Assigned
LRN01165,10101,Department Process Training,Role-specific,2015-01-10,2015-01-22,82.86,5.09,Completed
LRN01166,10101,Role Fundamentals,Role-specific,2015-01-12,2015-01-25,97.44,6.31,Completed
LRN01167,10101,Role Tools and Systems,Role-specific,2015-01-13,2015-01-26,90.99,4.81,Completed
LRN01168,10237,Data Privacy and Protection,Compliance,2014-05-14,2014-05-18,84.65,1.37,Completed
LRN01169,10237,Workplace Safety,Compliance,2014-05-13,,,,In Progress
LRN01170,10237,Company Orientation,Orientation,2014-05-12,2014-05-17,89.9,2.76,Completed
LRN01171,10237,HR Policies and Benefits,Orientation,2014-05-13,2014-05-17,70.54,1.46,Completed
LRN01172,10237,Communication and Collaboration Tools,Orientation,2014-05-14,2014-05-19,90.89,2.16,Completed
LRN01173,10237,Department Process Training,Role-specific,2014-05-17,2014-05-22,80.93,4.45,Completed
LRN01174,10237,Role Fundamentals,Role-specific,2014-05-19,2014-06-02,77.6,6.32,Completed
